,MarketName,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,Longitude,Latitude,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,Region,Median Age,Population,Poverty Count,Household Income,Per Capita Income,Yelp Results,Yelp Price,Yelp Rating
245,Lakewood Earth and Food (LEAF) Community Farmers' Market,Lakewood,Cuyahoga,Ohio,44107,06/06/2013 to 10/24/2013,Thu: 5:30 PM-8:00 PM;,,,,,,,-81.804266,41.484539,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,4/22/2014 1:54:10 PM,Central,34.8,51899.0,8564.0,43190.0,27810.0,,,
246,Lakewood Farmers Market,Lakewood ,Cuyahoga,Ohio,44107,06/28/2014 to 10/11/2014,Sat: 10:00 AM-1:00 PM;,,,,,,,-81.800894,41.484758,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,4/15/2014 12:23:08 PM,Central,34.8,51899.0,8564.0,43190.0,27810.0,"{'id': '1zr1fQwu3t6GJ6YSK-eP_g', 'alias': 'north-union-farmers-market-lakewood-lakewood', 'name': 'North Union Farmers Market - Lakewood', 'image_url': 'https://s3-media4.fl.yelpcdn.com/bphoto/ds77BH6PoJpUFc8H0wTXhw/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/north-union-farmers-market-lakewood-lakewood?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 1, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 1.0, 'coordinates': {'latitude': 41.47804, 'longitude': -81.80879}, 'transactions': [], 'location': {'address1': 'Kauffman Park', 'address2': '', 'address3': 'Arthur Avenue Extension in front of Kauffman Park', 'city': 'Lakewood', 'zip_code': '44107', 'country': 'US', 'state': 'OH', 'display_address': ['Kauffman Park', 'Arthur Avenue Extension in front of Kauffman Park', 'Lakewood, OH 44107']}, 'phone': '', 'display_phone': '', 'distance': 352.59183160748603}",,1.0
247,Lancaster Farmers Market,Lancaster,Fairfield,Ohio,43130,,,,,,,,,-82.6067,39.7151,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,39.4,59486.0,10025.0,43234.0,22623.0,,,
248,Lean Fat Organic Market,Columbus,Franklin,Ohio,43085,,,,,,,,,-82.9988,39.9612,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr  7 2010  1:34PM,Central,37.4,23107.0,783.0,77156.0,41100.0,,,
249,Lebanon Farmers Market,Lebanon,Warren,Ohio,45036,,,,,,,,,-84.2102,39.4324,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,36.9,38476.0,2981.0,68633.0,27591.0,,,
250,Lettuce Eat Well Farmers' Market,Cincinnati,Hamilton,Ohio,45211,05/04/2018 to 10/26/2018,Fri: 3:30 PM-6:30 PM;,11/02/2018 to 04/19/2019,Fri: 3:30 AM-6:30 PM;,,,,,-84.617203,39.1587027,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,7/29/2018 7:52:03 PM,Central,36.0,36846.0,7803.0,40379.0,22465.0,,,
251,Lincolnview Farms,Van Wert,Van Wert County,Ohio,45891,,,,,,,,,-84.5837,40.8688,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Central,42.3,15096.0,2348.0,43877.0,24184.0,,,
252,Local Roots Market & Cafe - Ashland,Ashland ,Ashland,Ohio,44805,01/01/2015 to 12/31/2015,Mon: 11:00 AM-6:00 PM;Tue: 11:00 AM-6:00 PM;Wed: 11:00 AM-6:00 PM;Thu: 11:00 AM-6:00 PM;Fri: 11:00 AM-6:00 PM;Sat: 11:00 AM-6:00 PM;Sun: 11:00 AM-6:00 PM;,,,,,,,-82.2942024,40.872571,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,4/7/2015 10:13:21 AM,Central,39.1,32524.0,4289.0,45644.0,23367.0,,,
253,Local Roots Market & Cafe - Wooster,Wooster,Wayne,Ohio,44691,01/01/2011 to 12/31/2011,,,,,,,,-81.9414,40.7974,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/7/2015 10:01:39 AM,Central,39.5,42807.0,5187.0,45997.0,24785.0,"{'id': 'W_bFViAyIr3cVUs9gs2k1g', 'alias': 'local-roots-market-and-cafe-wooster', 'name': 'Local Roots Market and Cafe', 'image_url': 'https://s3-media1.fl.yelpcdn.com/bphoto/xfWOuuiUKMkx5OlZF6FqGQ/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/local-roots-market-and-cafe-wooster?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 20, 'categories': [{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}], 'rating': 4.5, 'coordinates': {'latitude': 40.7974141, 'longitude': -81.941411}, 'transactions': [], 'price': '$$', 'location': {'address1': '140 S Walnut St', 'address2': None, 'address3': None, 'city': 'Wooster', 'zip_code': '44691', 'country': 'US', 'state': 'OH', 'display_address': ['140 S Walnut St', 'Wooster, OH 44691']}, 'phone': '+13302635336', 'display_phone': '(330) 263-5336', 'distance': 1.8208584145600593}",$$,4.5
254,Locust Street Farmers' Market and Flea Market,Canal Fulton,Stark,Ohio,44614,07/10/2014 to 09/04/2014,Thu: 4:00 PM-7:00 PM;,,,,,,,-81.568155,40.88200300000001,N,N,N,N,N,-,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,4/29/2014 5:03:32 PM,Central,42.3,12454.0,1051.0,53766.0,24762.0,,,
255,Logan County Farmers Market,Bellefontaine,Logan,Ohio,43311,05/01/2014 to 10/04/2014,Sat: 8:30 AM-12:00 PM;,,,,,,,-83.76177209999999,40.359847,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,7/14/2016 4:37:45 PM,Central,38.5,19361.0,3582.0,46706.0,23146.0,,,
256,London Farmers Market,London,Madison,Ohio,43140,,,,,,,,,-83.4491,39.8868,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,38.7,24114.0,2330.0,54462.0,21393.0,,,
257,Loveland Farmers' Market,Loveland,Clermont,Ohio,45140,05/03/2016 to 10/25/2016,Tue: 3:00 PM-7:00 PM;,,,,,,,-84.259924,39.266388,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,6/30/2016 2:01:46 PM,Central,38.3,52417.0,3058.0,82772.0,38345.0,"{'id': 'YGXnMQOSLYgKjuRak4kMYw', 'alias': 'loveland-farmers-market-loveland', 'name': ""Loveland Farmers' Market"", 'image_url': 'https://s3-media1.fl.yelpcdn.com/bphoto/Ry3T9oh_BfZSbwg2JcWHiA/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/loveland-farmers-market-loveland?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 2, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 4.5, 'coordinates': {'latitude': 39.259855, 'longitude': -84.272616}, 'transactions': [], 'price': '$', 'location': {'address1': '897 Loveland Madeira Rd', 'address2': '', 'address3': '', 'city': 'Loveland', 'zip_code': '45140', 'country': 'US', 'state': 'OH', 'display_address': ['897 Loveland Madeira Rd', 'Loveland, OH 45140']}, 'phone': '', 'display_phone': '', 'distance': 1312.1229253566785}",$,4.5
258,Macedonia Farmer's Market ,Macedonia,,Ohio,44056,,,,,,,,,-81.486,41.3107,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central,43.5,11326.0,114.0,80953.0,39062.0,"{'id': '8XGjd2ZA14NCfoFxvL4XGg', 'alias': 'macedonia-farmers-market-macedonia', 'name': 'Macedonia Farmers Market', 'image_url': 'https://s3-media1.fl.yelpcdn.com/bphoto/Sbuhs18qgr55U0_aALKsjg/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/macedonia-farmers-market-macedonia?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 1, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 3.0, 'coordinates': {'latitude': 41.31068, 'longitude': -81.48597}, 'transactions': [], 'price': '$$', 'location': {'address1': '1494 E Aurora Rd', 'address2': '', 'address3': '', 'city': 'Macedonia', 'zip_code': '44056', 'country': 'US', 'state': 'OH', 'display_address': ['1494 E Aurora Rd', 'Macedonia, OH 44056']}, 'phone': '+13304688376', 'display_phone': '(330) 468-8376', 'distance': 3.2272226450710777}",$$,3.0
259,Madeira Farmers Market,Madeira,Hamilton,Ohio,45243,11/07/2013 to 04/24/2014,Thu: 4:00 PM-6:00 PM;,,,,,,,-84.36111700000002,39.203094,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/25/2013 3:10:06 PM,Central,44.9,14384.0,556.0,101497.0,66374.0,"{'id': 'naQr4RpQ6oJL5y7WM5KTZg', 'alias': 'madeira-farmers-market-madeira', 'name': 'Madeira Farmers Market', 'image_url': 'https://s3-media3.fl.yelpcdn.com/bphoto/4oTavMsvhjYaMwWwwIKrag/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/madeira-farmers-market-madeira?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 6, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 5.0, 'coordinates': {'latitude': 39.1911543289876, 'longitude': -84.3628120422363}, 'transactions': [], 'location': {'address1': 'Dawson Rd', 'address2': '', 'address3': '', 'city': 'Madeira', 'zip_code': '45243', 'country': 'US', 'state': 'OH', 'display_address': ['Dawson Rd', 'Madeira, OH 45243']}, 'phone': '', 'display_phone': '', 'distance': 1335.6404596959599}",,5.0
260,Madeira Farmers' Market,Madeira,Hamilton,Ohio,45243,05/04/2017 to 09/28/2017,Thu: 3:30 PM-7:00 PM;,,,,,,,-84.36385899999998,39.187923,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,Y,N,7/5/2017 11:02:01 AM,Central,44.9,14384.0,556.0,101497.0,66374.0,"{'id': 'naQr4RpQ6oJL5y7WM5KTZg', 'alias': 'madeira-farmers-market-madeira', 'name': 'Madeira Farmers Market', 'image_url': 'https://s3-media3.fl.yelpcdn.com/bphoto/4oTavMsvhjYaMwWwwIKrag/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/madeira-farmers-market-madeira?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 6, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 5.0, 'coordinates': {'latitude': 39.1911543289876, 'longitude': -84.3628120422363}, 'transactions': [], 'location': {'address1': 'Dawson Rd', 'address2': '', 'address3': '', 'city': 'Madeira', 'zip_code': '45243', 'country': 'US', 'state': 'OH', 'display_address': ['Dawson Rd', 'Madeira, OH 45243']}, 'phone': '', 'display_phone': '', 'distance': 370.4630750174504}",,5.0
261,Madison Garden Center,West Jefferson,Madison,Ohio,43162,,,,,,,,,-82.7353,39.8177,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,42.4,6904.0,587.0,55965.0,27564.0,,,
262,Main Street Delaware Farmers Market,Delware,Delaware,Ohio,43015,,,,,,,,,-83.0672,40.3055,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,36.3,49491.0,3524.0,63130.0,30625.0,"{'id': '-jYYi3tq3hK64uQaeB5jdQ', 'alias': 'main-street-delaware-farmers-market-delaware', 'name': ""Main Street Delaware Farmer's Market"", 'image_url': 'https://s3-media2.fl.yelpcdn.com/bphoto/DpnWI-JN-hQ36UwW2Y6nOw/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/main-street-delaware-farmers-market-delaware?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 5, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 5.0, 'coordinates': {'latitude': 40.3028093264286, 'longitude': -83.0674599856138}, 'transactions': [], 'price': '$', 'location': {'address1': '20 E Winter St', 'address2': '', 'address3': None, 'city': 'Delaware', 'zip_code': '43015', 'country': 'US', 'state': 'OH', 'display_address': ['20 E Winter St', 'Delaware, OH 43015']}, 'phone': '+17403626050', 'display_phone': '(740) 362-6050', 'distance': 300.0001070415647}",$,5.0
263,Main Street Elyria Farmers Market ,Elyria,,Ohio,44035,,,,,,,,,-82.1066,41.3675,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central,38.8,63911.0,10976.0,43449.0,22006.0,,,
264,Main Street Portsmouth Farmers Market ,Portsmouth,,Ohio,45662,,,,,,,,,-82.9966,38.7341,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central,38.3,29505.0,8369.0,30483.0,18302.0,,,
265,"Main Street Wooste, Inc.",Wooster,Wayne,Ohio,44691,,,,,,,,,-81.9454,40.7976,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,39.5,42807.0,5187.0,45997.0,24785.0,,,
266,Maize Valley Farmers Market,Hartville,Stark,Ohio,44632,,,,,,,,,-81.2792,40.9549,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 30 2010  8:41AM,Central,40.5,10012.0,784.0,59798.0,28510.0,,,
267,Malabar Farm Market,Lucas,Lucas,Ohio,44843,,,,,,,,,-82.40100000000002,40.6428,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,38.9,2487.0,150.0,53281.0,26522.0,,,
268,Marion Ohio Market,Marion ,Marion,Ohio,43302,05/10/2018 to 10/11/2018,Thu: 4:00 PM-7:00 PM;,,,,,,,-83.122972,40.593304,Y,Y,N,N,Y,-,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,4/18/2018 10:01:45 AM,Central,40.2,54800.0,10267.0,39591.0,19377.0,,,
269,Market at 15th & High ,Columbus,,Ohio,43210,,,,,,,,,-83.0082,40.0006,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central,19.3,10860.0,240.0,17137.0,3393.0,,,
270,Market at Lock 3,Akron,Summit,Ohio,44308,07/19/2013 to 09/27/2013,Fri: 11:00 AM-1:30 PM;,,,,,,,-81.520422,41.079982,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/31/2014 4:45:56 PM,Central,36.3,735.0,432.0,8536.0,9887.0,,,
271,Market Day RCAC,New Springfield,Mahoning,Ohio,44443,,,,,,,,,-80.6061,40.9172,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 19 2010 12:35PM,Central,44.0,1945.0,423.0,38750.0,21387.0,,,
272,Market on the Plaza,Hamilton ,Butler,Ohio,45011,10/09/2015 to 03/25/2016,Fri: 11:00 AM-1:00 PM;,,,,,,,-84.559388,39.398626,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,3/26/2015 4:47:26 AM,Central,34.4,68475.0,11251.0,60757.0,25664.0,,,
273,Massillon Farmers Market,Massillon,Stark,Ohio,44646,,,,,,,,,-81.5207,40.7916,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,42.0,46219.0,6067.0,46571.0,25477.0,,,
274,Maynards Farm Market,Polk,Ashland,Ohio,44870,,,,,,,,,-82.7075,41.4436,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,40.7,41126.0,7253.0,40944.0,23915.0,,,
275,MCCOMB FARMERS' MARKET,MCCOMB,Hancock County,Ohio,45858,,,,,,,,,-83.7844,41.1072,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Central,37.0,3409.0,390.0,64014.0,23571.0,,,
276,Medina County Farmers Market,Medina,Medina,Ohio,44256,,,,,,,,,-81.8636,41.1376,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,40.2,62303.0,4718.0,71378.0,32693.0,,,
277,Mentor Farmers Market,Mentor,Lake,Ohio,44060,06/03/2016 to 09/30/2016,Fri: 2:00 PM-6:30 PM;,,,,,,,-81.354842,41.662919,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,6/29/2016 9:01:00 AM,Central,45.0,60780.0,4065.0,64446.0,32721.0,,,
278,Mentor Outdoor Farmers Market,Mentor,Lake,Ohio,44060,,,,,,,,,-81.361,41.6605,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,45.0,60780.0,4065.0,64446.0,32721.0,,,
279,Miami County Farmers Market,Troy,Miami,Ohio,45373,,,,,,,,,-84.2404,40.0559,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,40.2,35078.0,4577.0,54383.0,25913.0,,,
280,Middlefield Market,Middlefield,Geauga,Ohio,44062,,,,,,,,,-81.0766,41.4792,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,25.0,15293.0,2921.0,46379.0,15350.0,,,
281,Miles Farmers Market INC,Cleveland,Cuyahoga,Ohio,44139,,,,,,,,,-81.4768,41.4243,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,43.5,24154.0,938.0,96750.0,46768.0,,,
282,MILLERSBURG FARMERS' MARKET,MILLERSBURG,Holmes County,Ohio,44654,,,,,,,,,-81.9175,40.5555,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Central,30.2,19256.0,2777.0,44866.0,17755.0,,,
283,Mills Rest Ranch,Mt. Gilead,Morrow,Ohio,43338,,,,,,,,,-82.8266,40.4605,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,40.3,10368.0,1572.0,47999.0,21678.0,,,
284,Minerva Farmers' Market,Minerva,Stark,Ohio,44657,06/19/2014 to 10/09/2014,Thu: 4:00 PM-7:00 PM;,,,,,,,-81.102595,40.727935,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/14/2014 9:10:27 PM,Central,41.7,10943.0,1592.0,47277.0,21313.0,,,
285,Montgomery Farmers Market,Montgomery,Hamilton,Ohio,45242,05/06/2017 to 10/31/2017,Sat: 9:00 AM-12:30 PM;,,,,,,,-84.353789,39.230912,Y,N,N,N,Y,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,11/3/2017 9:30:06 AM,Central,44.5,21971.0,991.0,76441.0,48220.0,,,
286,Montgomery Farmers Market Winter Market,Montgomery,Hamilton,Ohio,45242,11/04/2017 to 12/30/2017,Sat: 9:30 AM-12:30 PM;,,,,,,,-84.36307,39.241124,Y,N,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,11/3/2017 9:33:01 AM,Central,44.5,21971.0,991.0,76441.0,48220.0,,,
287,Morgan County Farmers Market,McConnelsville,Morgan,Ohio,43756,06/01/2018 to 09/01/2018,Thu: 11:00 AM-1:00 PM;,,,,,,,-81.853276,39.648855,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/30/2018 10:02:36 AM,Central,47.7,5282.0,993.0,32631.0,19076.0,,,
288,MRC Farmers' Market ,Canton,,Ohio,44705,,,,,,,,,-81.3426,40.8129,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central,37.3,18581.0,5813.0,31549.0,15824.0,,,
289,Mt Gilead Farmer's Market ,Mt. Gilead,,Ohio,43338,,,,,,,,,-82.8257,40.5487,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central,40.3,10368.0,1572.0,47999.0,21678.0,,,
290,Mt. Hope Auction,Mt. Hope,Holmes,Ohio,44660,,,,,,,,,-81.8,40.624,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,,,,,,,,
291,Munroe Falls Farmers Market ,Munroe Falls ,,Ohio,44262,06/03/2014 to ,Tue: 3:00 PM-6:00 PM;,,,,,,,-81.44109499999998,41.139097,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/21/2014 12:26:25 PM,Central,42.8,4981.0,102.0,64628.0,35059.0,"{'id': 'dkjeRpKtGS1CQJj9wpsFGQ', 'alias': 'munroe-falls-farmers-market-munroe-falls', 'name': ""Munroe Falls Farmers' Market"", 'image_url': 'https://s3-media4.fl.yelpcdn.com/bphoto/H9kzRC0a1cPWJq7biwtDNA/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/munroe-falls-farmers-market-munroe-falls?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 2, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 2.5, 'coordinates': {'latitude': 41.1421471, 'longitude': -81.4388572}, 'transactions': [], 'price': '$$', 'location': {'address1': '130 N Main St', 'address2': '', 'address3': 'Brust Park', 'city': 'Munroe Falls', 'zip_code': '44262', 'country': 'US', 'state': 'OH', 'display_address': ['130 N Main St', 'Brust Park', 'Munroe Falls, OH 44262']}, 'phone': '+13306887491', 'display_phone': '(330) 688-7491', 'distance': 387.48287901333504}",$$,2.5
292,Nationwide Children's Hospital Farmers Market,Columbus,Franklin,Ohio,43205,07/19/2016 to 09/27/2016,Tue: 11:00 AM-1:00 PM;,,,,,,,-82.977836,39.95225900000001,Y,N,Y,Y,Y,-,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,5/24/2016 1:24:00 PM,Central,34.8,12434.0,4957.0,24779.0,17684.0,,,
293,Natures Carousel,Galion,Crawford,Ohio,44833,,,,,,,,,-82.7894,40.732,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,41.2,16997.0,3021.0,38371.0,18883.0,,,
294,NDS Downtown Barberton Farmers' Market,Barberton ,Summit,Ohio,44203,06/25/2014 to 10/08/2014,Wed: 2:00 PM-6:00 PM;,,,,,,,-81.60870600000001,41.01361,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,4/17/2014 10:11:06 AM,Central,41.0,41346.0,6454.0,44205.0,22680.0,,,
295,Nelsonville Farmers Market ,Athens ,Athens,Ohio,45764,06/07/2014 to 10/25/2014,Sat: 10:00 AM-12:00 PM;,,,,,,,-82.231891,39.460973,N,Y,N,N,Y,-,Y,N,N,N,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,7/21/2014 9:05:57 AM,Central,34.3,9046.0,2075.0,30702.0,15519.0,,,
