,MarketName,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,Longitude,Latitude,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,Region
1690,Mount Pleasant Farmers' Market,Washington,District of Columbia,District of Columbia,20010,04/07/2018 to 12/22/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,-77.038675,38.931518,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,N,3/11/2018 10:58:56 PM,Southeast
1691,New Morning Farm Market - Tuesday,"Washington, DC",District of Columbia,District of Columbia,20008,06/07/2016 to 09/27/2016,Tue: 3:30 PM-8:00 PM;,,,,,,,-77.070101,38.946505,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,7/19/2016 2:14:07 PM,Southeast
1692,New Morning Farm Market - Wednesday,Washington,District of Columbia,District of Columbia,20003,06/08/2016 to 08/31/2016,Wed: 4:00 PM-8:00 PM;,10/05/2016 to 10/26/2016,Wed: 3:30 PM-7:00 PM;,,,,,-76.988105,38.88299,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,7/19/2016 2:15:42 PM,Southeast
1693,New Morning Farmers Market-Saturday,Washington,District of Columbia,District of Columbia,20008,06/04/2016 to 11/19/2016,Sat: 8:00 AM-1:00 PM;,12/03/2016 to 03/11/2017,Sat: 9:00 AM-1:00 PM;,,,,,-77.070128,38.946847999999996,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,7/19/2016 9:59:15 AM,Southeast
1694,Open Air Farmers Market,Washington,District of Columbia,District of Columbia,20020,,,,,,,,,-76.9695,38.8977,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Southeast
1695,Palisades Farmers Market,Washington,District of Columbia,District of Columbia,20007,,,,,,,,,-77.0966,38.9175,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Southeast
1696,Parkside-Kenilworth Farmers Market,Washington ,District of Columbia,District of Columbia,20019,,Sat: 9:00 AM-1:00 PM;,,,,,,,-76.95111,38.906098,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/1/2016 10:38:53 AM,Southeast
1697,PCDC Edgewood Farmers Market,Washington,District of Columbia,District of Columbia,20002,June to September,Sat:9:00 AM - 1:00 PM;,,,,,,,-76.99705,38.921233,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/18/2012 12:54:53 PM,Southeast
1698,Petworth Community Market,Washington ,District of Columbia,District of Columbia,20010,05/05/2018 to 11/17/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,-77.0250472,38.94115120000001,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,8/2/2018 8:15:50 AM,Southeast
1699,Rhode Island Row Farmers Market,Washington,District of Columbia,District of Columbia,20017,05/13/2017 to 10/28/2017,Sat: 10:00 AM-2:00 PM;,,,,,,,-76.995497,38.920563,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,6/20/2017 2:36:59 PM,Southeast
1700,Shaw Farmers Market,"Washington, DC",District of Columbia,District of Columbia,20001,05/07/2017 to 10/29/2017,Sun: 10:00 AM-2:00 PM;,,,,,,,-77.0252881,38.9112143,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,7/21/2017 12:53:16 PM,Southeast
1701,Southwest DC Farmer's Market,"Washington, DC",District of Columbia,District of Columbia,20024,05/28/2016 to 11/19/2016,Sat: 10:00 AM-2:00 PM;,,,,,,,-77.01817700000001,38.87689,Y,Y,Y,Y,Y,-,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,7/15/2016 3:40:53 PM,Southeast
1702,Stanton & Turner Open Air Farmers Market,Washington,District of Columbia,District of Columbia,20020,,,,,,,,,-76.9752,38.8507,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Southeast
1703,Tenley Town Farmers Market @ Whole Foods Market,Washington,District of Columbia,District of Columbia,20016,,,,,,,,,-77.0792,38.9489,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Southeast
1704,The Marketplace in Woodrige,Washington,District of Columbia,District of Columbia,20018,January to December,Wed:10:00 AM - 2:00 PM;Sat:8:00 AM - 2:00 PM;,,,,,,,-76.959856,38.928445,N,Y,N,Y,Y,-,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/18/2012 1:31:20 PM,Southeast
1705,UDC Farmers Market,Washington ,District of Columbia,District of Columbia,20008,05/17/2014 to 11/22/2014,Sat: 8:00 AM-2:00 PM;,,,,,,,-77.064887,38.946218,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/23/2014 6:50:26 AM,Southeast
1706,USDA Farmers Market,Washington,District of Columbia,District of Columbia,20250,05/01/2015 to 10/30/2015,Fri: 9:00 AM-2:00 PM;,,,,,,,-77.028494,38.887743,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,7/18/2018 12:00:10 PM,Southeast
1707,USDOT Farmers Market,"Washington, DC",District of Columbia,District of Columbia,20590,05/06/2014 to 11/18/2014,Tue: 10:00 AM-2:00 PM;,,,,,,,-77.015698,38.906809,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,4/22/2014 12:39:54 PM,Southeast
1708,Ward 8 Farmers Market,"Washington, DC",District of Columbia,District of Columbia,20032,06/04/2016 to 11/19/2016,Sat: 10:00 AM-3:00 PM;,,,,,,,-76.99739100000001,38.842872,Y,Y,Y,Y,Y,-,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/20/2016 10:22:46 AM,Southeast
1709,16th Ave Farmers Market,Portland,Multnomah,Oregon,97212,06/03/2018 to 10/28/2018,Sun: 9:00 AM-1:30 PM;,,,,,,,-122.649446,45.534498,Y,Y,Y,Y,N,-,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,7/5/2018 5:00:17 PM,Northwest
1710,Albany Farmers' Market,Albany,Linn,Oregon,97321,04/16/2016 to 11/19/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-123.1061,44.6349,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,6/28/2016 11:29:32 AM,Northwest
1711,Aloha Community Farmers' Market,Aloha,Washington,Oregon,97007,05/01/2018 to 09/28/2018,Thu: 3:00 PM-7:30 PM;,,,,,,,-122.858722,45.480164,Y,Y,N,N,Y,-,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,8/1/2018 4:18:35 PM,Northwest
1712,Ashland Tuesday Market,Ashland,Jackson,Oregon,97520,,,,,,,,,-122.69200000000001,42.1945,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Northwest
1713,Astoria Sunday Market,Astoria,Clatsop,Oregon,97103,05/12/2013 to 10/13/2013,Sun: 10:00 AM-3:00 PM;,,,,,,,-123.83029509999999,46.185509,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,3/4/2014 2:56:22 PM,Northwest
1714,Baker City Farmers Market,Baker City,Baker,Oregon,97814,06/08/2016 to 10/12/2016,Wed: 3:30 PM-6:30 PM;,,,,,,,-117.82303600000002,44.782835999999996,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/30/2016 10:32:52 AM,Northwest
1715,Beaverton Farmers Market,Beaverton,Washington,Oregon,97075,05/02/2015 to 09/24/2016,Sat: 8:00 AM-1:30 PM;,10/03/2015,Sat: 9:00 AM-1:30 PM;,02/01/2016 to 04/01/2016,Sat: 10:00 AM-1:30 PM;,,,-122.805002,45.484265,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,7/7/2016 5:12:14 PM,Northwest
1716,Beaverton Farmers Market - Wednesday,Beaverton ,Washington,Oregon,97075,06/17/2015 to 08/26/2015,Wed: 3:00 AM-6:00 PM;,,,,,,,-122.805002,45.484265,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/7/2016 5:01:43 PM,Northwest
1717,Bend Farmers Market,Bend,Deschutes,Oregon,97075,,,,,,,,,-121.321,44.06,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Northwest
1718,Boring Farmer's Market,Boring,Clackamas,Oregon,97009,06/01/2014 to 09/07/2014,Sun: 10:00 AM-3:00 PM;,,,,,,,-122.373674,45.431356,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/4/2014 9:57:41 PM,Northwest
1719,Brookings Harbor Farmers and Artisans Market,Brookings,Curry,Oregon,97415,05/31/2014 to 10/11/2014,Sat: 10:00 AM-4:00 PM;Sun: 10:00 AM-4:00 PM;,,,,,,,-124.299948,42.0689,N,N,Y,Y,N,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,3/17/2014 5:44:03 PM,Northwest
1720,Brownsville Farmers Market,Brownsville,Linn,Oregon,97327,05/05/2016 to 10/27/2016,Thu: 3:00 PM-7:00 PM;,,,,,,,-122.98463999999998,44.393595,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,5/5/2016 10:36:06 AM,Northwest
1721,Canby Saturday Market,Canby,Clackamas,Oregon,97013,05/10/2014 to 10/18/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-122.6939354,45.2624984,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/4/2014 10:02:04 PM,Northwest
1722,Cannon Beach Farmers Market,Cannon Beach ,Clatsop,Oregon,97110,,Tue: 1:00 PM-5:00 PM;,,,,,,,-123.96075379999999,45.8898257,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,7/13/2016 6:08:51 PM,Northwest
1723,Canyonville Farmer's Market,Canyonville,Douglas,Oregon,97417,05/01/2014 to 09/01/2014,Wed: 4:00 PM-7:00 PM;,,,,,,,-123.28331299999999,42.939199,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,8/6/2014 2:40:31 AM,Northwest
1724,Cascade Locks Farmers & Artists market,Cascade Locks,,Oregon,97220,,,,,,,,,-121.891,45.6698,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northwest
1725,CCC Farmers Market In Bonanza ,Bonanza,,Oregon,97623,,,,,,,,,-121.40799999999999,42.1987,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Northwest
1726,Cedar Mill Farmers Market,Portland,Washington,Oregon,97229,05/05/2018 to 10/13/2018,Sat: 9:00 AM-2:00 PM;,,,,,,,-122.8141034,45.5263877,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,7/31/2018 11:39:07 PM,Northwest
1727,Chiloquin Farm & Craft Market,Chiloquin,Klamath,Oregon,97624,,,,,,,,,-121.863,42.5766,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Northwest
1728,Clackamas Sunnyside Grange Farmers' & Artists' Market,Clackamas,Clackamas,Oregon,97015,04/06/2014 to 10/26/2014,Sun: 11:30 AM-3:30 PM;,,,,,,,-122.52913000000001,45.426497,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/4/2014 10:27:39 PM,Northwest
1729,Clover Leaf Marketplace,Sutherlin,Douglas,Oregon,97479,04/30/2016 to 10/29/2016,Sat: 9:00 AM-2:00 PM;,,,,,,,-123.3422923,43.3872218,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,4/27/2016 6:21:41 PM,Northwest
1730,Colton Farmers and Crafters Market ,Colton,,Oregon,97017,,,,,,,,,-122.382,45.2017,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Northwest
1731,Condon Community Farmers Market,Condon,Gilliam,Oregon,97823,07/05/2014 to 10/04/2014,Sat: 10:00 AM-2:00 PM;,,,,,,,-120.18469099999999,45.232559,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/2/2014 2:41:39 PM,Northwest
1732,Coos Bay Farmers Market,Coos Bay,Coos,Oregon,97420,05/02/2018 to 10/31/2018,Wed: 9:00 AM-2:00 PM;,,,,,,,-124.215299,43.367982,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,7/26/2018 4:50:38 PM,Northwest
1733,Coquille Farmers Market,Coquille,Coos,Oregon,97423,,,,,,,,,-124.191,43.1755,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Northwest
1734,Corvallis Farmers' Market,Corvallis,Benton,Oregon,97330,04/16/2016 to 11/23/2016,Wed: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-123.2582494,44.5648128,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,6/28/2016 11:25:08 AM,Northwest
1735,Corvallis Indoor Winter Market,Corvallis,Benton,Oregon,97333,01/14/2017 to 04/08/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-123.314881,44.567021999999994,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,Y,8/8/2016 10:29:24 PM,Northwest
1736,Creswell Farmers' Market,Creswell,Lane,Oregon,97426,05/06/2014 to 10/28/2014,Tue: 4:00 PM-6:00 PM;,,,,,,,-123.018482,43.918649,Y,Y,Y,Y,Y,-,N,N,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/12/2014 9:02:28 PM,Northwest
1737,Damascus Farmers Market,Damascus,Clackamas,Oregon,97089,07/06/2017 to 09/28/2017,Fri: 3:00 PM-7:00 PM;,,,,,,,-122.4556058,45.4172227,Y,N,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,6/24/2017 12:23:12 PM,Northwest
1738,Dayville Mercantile,Dayville,Grant,Oregon,97825,,,,,,,,,-119.537,44.4701,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun  4 2010  3:59PM,Northwest
1739,Dexter Lake Farmers Market,Dexter,Lane,Oregon,97431,,,,,,,,,-122.815,43.9173,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Northwest
1740,Dundee Farmers Market,Dundee,Yamhill,Oregon,97115,,,,,,,,,-123.015,45.2796,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northwest
1741,Eden Valley New Heritage Public Market,Medford,Jackson,Oregon,97501,,,,,,,,,-122.845,42.288000000000004,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Northwest
1742,Estacada Farmers Market,Estacada,Clackamas,Oregon,97023,May to October,,,,,,,,-122.335,45.2879,N,N,N,N,N,-,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/26/2011 9:08:36 PM,Northwest
1743,Fairmount Neighborhood Farmers' Market,Eugene,Lane,Oregon,97403,,,,,,,,,-123.07,44.0389,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Northwest
1744,Fairview Farmers & Artist Market,Fairview,Multnomah,Oregon,97220,04/04/2014 to 10/30/2014,Thu: 4:00 PM-8:00 PM;,,,,,,,-122.43869,45.531244,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/4/2014 10:24:10 PM,Northwest
1745,Farmers' Friday Market,Selma,Josephine,Oregon,97538,,,,,,,,,-123.613,42.2825,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Northwest
1746,Farmers' Friday Market,Cave Junction,Josephine,Oregon,97523,,,,,,,,,-123.648,42.1671,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Northwest
1747,Florence Local Organic Farmers Market,Florence,Lane,Oregon,97439,,,,,,,,,-124.101,43.9747,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Northwest
1748,Forest Grove Farmers Market,Forest Grove,Washington,Oregon,97116,05/02/2018 to 09/12/2018,Wed: 4:00 PM-8:00 PM;,09/19/2018 to 10/31/2018,Wed: 4:00 PM-7:00 PM;,,,,,-123.11206299999999,45.520623,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,8/6/2018 2:59:17 PM,Northwest
1749,Gladstone Summer Farmers Market,Gladstone ,Clackamas,Oregon,97027,06/07/2014 to 09/27/2014,Sat: 9:00 AM-2:00 PM;,,,,,,,-122.59512600000001,45.380666999999995,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/4/2014 10:39:02 PM,Northwest
1750,Grants Pass Growers' Market,Grants Pass ,Josephine,Oregon,97526,03/18/2017 to 10/28/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-123.32898300000001,42.4408321,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,12/15/2016 8:33:45 PM,Northwest
1751,Gresham Saturday Market at MHCC,Gresham,Multnomah,Oregon,97030,04/16/2016 to 09/24/2016,Sat: 9:00 AM-3:00 PM;,,,,,,,-122.397929,45.518722,Y,Y,Y,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,7/7/2016 6:42:14 PM,Northwest
1752,Harney County Farmers Market,Hines,Harney,Oregon,97738,,,,,,,,,-119.084,43.5611,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Northwest
1753,Hermiston Farmers Market,Hermiston,Umatilla,Oregon,97838,,,,,,,,,-119.289,45.8376,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northwest
1754,Hideaway Farmers Market,Eugene,Lane,Oregon,97405,,,,,,,,,-123.08,44.0202,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Northwest
1755,Hillsboro Farmers' Markets - Downtown Hillsboro,Hillsboro,Washington,Oregon,97124,04/29/2017 to 10/28/2017,Sat: 8:00 AM-1:30 PM;,,,,,,,-122.98793300000001,45.522635,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,7/13/2017 4:12:48 PM,Northwest
1756,Hillsboro Farmers' Markets - Orenco Station,Hillsboro,Washington,Oregon,97124,04/30/2017 to 10/29/2017,Sun: 10:00 AM-2:00 PM;,,,,,,,-122.91757199999999,45.534526,Y,Y,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,7/13/2017 4:17:29 PM,Northwest
1757,Hillsboro Farmers' Markets - Tuality Hospital,Hillsboro,Washington,Oregon,97123,07/20/2017 to 08/31/2017,Thu: 11:00 AM-1:30 PM;,,,,,,,-122.977275,45.519771,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/13/2017 4:33:08 PM,Northwest
1758,Hillsboro Farmers' Markets - Westside Kaiser Hospital,Hillsboro ,Washington,Oregon,97124,06/07/2017 to 09/06/2017,Wed: 4:00 PM-7:00 PM;,,,,,,,-122.87735500000001,45.539835,Y,Y,N,N,Y,-,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/13/2017 4:37:08 PM,Northwest
1759,Hillsdale Farmers' Market,Portland,Multnomah,Oregon,97219,01/01/2018 to 12/31/2018,Sun: 9:00 AM-1:00 PM;,01/01/2019 to 12/01/2019,Sun: 9:00 AM-1:00 PM;,,,,,-122.69368899999999,45.477779999999996,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,7/26/2018 4:49:08 PM,Northwest
1760,Hollywood Farmers Market,Portland,Multnomah,Oregon,97213,01/01/2017 to 12/31/2017,Sat: 8:00 AM-1:00 PM;,,,,,,,-122.61842800000001,45.53665,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,6/30/2017 12:50:31 PM,Northwest
1761,Hood River Farmers Market,Hood River,Hood River,Oregon,97031,05/07/2016 to 11/19/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-121.51581399999999,45.710094,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,6/28/2016 3:25:41 PM,Northwest
1762,Independence Farmers Market,Independence,Polk,Oregon,97351,,,,,,,,,-123.184,44.8511,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northwest
1763,Interstate Farmers Market - Lombard location,Portland,Multnomah,Oregon,97217,May to September,Sat:9:00 am - 1:30 pm;,,,,,,,-122.68299999999999,45.5774,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/8/2011 1:58:00 PM,Northwest
1764,J'ville Farmers Market,Jacksonville,Jackson,Oregon,97530,,,,,,,,,-122.965,42.3143,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Northwest
1765,John Day Farmers' Market,John Day,Grant,Oregon,97845,,,,,,,,,-118.954,44.416000000000004,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 12 2010  8:09PM,Northwest
